sigma,theta,phi,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,sig_obs,delta
0.004708984375,2.3671875,63.5546875,0,0,3.865234375e-4,0.837109375,29.228515625,18.677734375,0.7529296875,0.004287109375,0.026744140625,0.5185546875,0.00349609375,0.00978515625,0.1708984375,0.005025390625,0.002634765625,12.83203125,0.01666666666666666
0.003583984375,0.8671875,76.0546875,0,0,4.990234375e-4,0.8621093750000001,32.27018229166667,27.802734375,2.9404296875,0.007662109375,0.020619140625,0.5810546875,0.00224609375,0.00603515625,0.3583984375,0.008400390625,0.001509765625,14.08203125,0.01666666666666666
0.008083984375,2.8671875,26.0546875,0,0,9.490234375e-4,0.962109375,20.103515625,15.636067708333332,1.1904296875,0.003162109375,0.045119140625,0.8310546875,0.00724609375,0.00103515625,0.1083984375,0.003900390625,0.006009765625,9.08203125,0.01666666666666666
0.005833984375,1.8671875,51.0546875,0,0,2.740234375e-4,0.912109375,26.186848958333336,33.886067708333336,2.0654296875,0.005412109375,0.008369140625,0.9560546875,0.00474609375,0.00353515625,0.2333984375,0.006150390625,0.008259765625,11.58203125,0.01666666666666666
0.001333984375,3.8671875,101.0546875,0,0,7.240234375000001e-4,0.812109375,14.020182291666666,21.719401041666668,3.8154296875,0.009912109375,0.032869140625,0.7060546875,0.00974609375,0.00853515625,0.4833984375,0.001650390625,0.003759765625,6.58203125,0.01666666666666666
0.001474609375,0.9296875,43.2421875,0,0,4.287109375e-4,0.940234375,35.69205729166667,34.26627604166667,1.0263671875,0.002740234375,0.016791015625,0.9951171875,0.00490234375,0.00775390625,0.4443359375,0.003197265625,0.008400390625,13.30078125,0.01666666666666666
0.005974609375,2.9296875,93.2421875,0,0,8.787109375e-4,0.8402343750000001,23.525390625,22.099609375,2.7763671875,0.007240234375,0.041291015625,0.7451171875,0.00990234375,0.00275390625,0.1943359375,0.007697265625,0.003900390625,8.30078125,0.01666666666666666
0.008224609375,1.9296875,118.2421875,0,0,2.037109375e-4,0.890234375,29.608723958333336,28.182942708333336,3.6513671875,0.009490234375,0.004541015625,0.6201171875,0.00240234375,2.5390625e-4,0.0693359375,0.005447265625,0.001650390625,10.80078125,0.01666666666666666
0.003724609375,3.9296875,68.2421875,0,0,6.537109375e-4,0.990234375,17.442057291666668,16.016276041666668,1.9013671875,0.004990234375,0.029041015625,0.8701171875,0.00740234375,0.00525390625,0.3193359375,0.009947265625,0.006150390625,5.80078125,0.01666666666666666
0.004849609375,1.4296875,80.7421875,0,0,7.662109375000001e-4,0.915234375,20.483723958333336,31.224609375,3.2138671875,0.006115234375,0.022916015625,0.8076171875,0.00865234375,0.00900390625,0.1318359375,0.004322265625,0.007275390625,7.05078125,0.01666666666666666
0.009349609375,3.4296875,30.7421875,0,0,3.162109375e-4,0.8152343750000001,32.650390625,19.057942708333332,1.4638671875,0.001615234375,0.047416015625,0.5576171875,0.00365234375,0.00400390625,0.3818359375,0.008822265625,0.002775390625,12.05078125,0.01666666666666666
0.007099609375,0.4296875,55.7421875,0,0,9.912109375e-4,0.865234375,14.400390625,25.141276041666668,0.5888671875,0.003865234375,0.010666015625,0.6826171875,0.00615234375,0.00150390625,0.2568359375,0.002072265625,0.005025390625,9.55078125,0.01666666666666666
0.002599609375,2.4296875,105.7421875,0,0,5.412109375e-4,0.965234375,26.567057291666668,12.974609375,2.3388671875,0.008365234375,0.035166015625,0.9326171875,0.00115234375,0.00650390625,0.0068359375,0.006572265625,0.009525390625,14.55078125,0.01666666666666666
0.003162109375,1.6796875,61.9921875,0,0,4.849609375e-4,0.927734375,12.879557291666666,32.745442708333336,1.2451171875,0.008927734375,0.038228515625,0.6513671875,0.00302734375,0.00462890625,0.4130859375,0.002634765625,0.007837890625,5.17578125,0.01666666666666666
0.007662109375,3.6796875,111.9921875,0,0,9.349609375e-4,0.827734375,25.046223958333336,20.578776041666664,2.9951171875,0.004427734375,0.013728515625,0.9013671875,0.00802734375,0.00962890625,0.1630859375,0.007134765625,0.003337890625,10.17578125,0.01666666666666666
0.009912109375,0.6796875,86.9921875,0,0,2.599609375e-4,0.8777343750000001,18.962890625,26.662109375,3.8701171875,0.002177734375,0.025978515625,0.7763671875,5.2734375e-4,0.00712890625,0.0380859375,0.004884765625,0.001087890625,7.67578125,0.01666666666666666
0.005412109375,2.6796875,36.9921875,0,0,7.099609375e-4,0.977734375,31.12955729166667,14.495442708333332,2.1201171875,0.006677734375,0.001478515625,0.5263671875,0.00552734375,0.00212890625,0.2880859375,0.009384765625,0.005587890625,12.67578125,0.01666666666666666
0.004287109375,0.1796875,99.4921875,0,0,5.974609375e-4,0.902734375,28.087890625,35.787109375,3.4326171875,0.003302734375,0.044353515625,0.5888671875,0.00927734375,0.00337890625,0.2255859375,0.003759765625,0.006712890625,13.92578125,0.01666666666666666
0.008787109375,2.1796875,49.4921875,0,0,1.474609375e-4,0.802734375,15.921223958333332,23.620442708333336,1.6826171875,0.007802734375,0.019853515625,0.8388671875,0.00427734375,0.00837890625,0.4755859375,0.008259765625,0.002212890625,8.92578125,0.01666666666666666
0.006537109375,1.1796875,24.4921875,0,0,8.224609375000001e-4,0.852734375,34.171223958333336,29.703776041666664,0.8076171875,0.005552734375,0.032103515625,0.9638671875,0.00677734375,0.00587890625,0.3505859375,0.001509765625,0.004462890625,11.42578125,0.01666666666666666
0.002037109375,3.1796875,74.4921875,0,0,3.724609375e-4,0.952734375,22.004557291666668,17.537109375,2.5576171875,0.001052734375,0.007603515625,0.7138671875,0.00177734375,8.7890625e-4,0.1005859375,0.006009765625,0.008962890625,6.42578125,0.01666666666666666
0.001755859375,1.0546875,108.8671875,0,0,1.193359375e-4,0.8464843750000001,16.681640625,15.255859375,1.5732421875,0.009208984375,0.027509765625,0.9169921875,0.00708984375,0.00306640625,0.4912109375,0.007416015625,0.005869140625,11.73828125,0.01666666666666666
0.006255859375,3.0546875,58.8671875,0,0,5.693359375e-4,0.946484375,28.848307291666664,27.422526041666668,3.3232421875,0.004708984375,0.003009765625,0.6669921875,0.00208984375,0.00806640625,0.2412109375,0.002916015625,0.001369140625,6.73828125,0.01666666666666666
0.008505859375,0.0546875,33.8671875,0,0,3.4433593749999997e-4,0.996484375,22.764973958333336,21.339192708333336,2.4482421875,0.002458984375,0.039759765625,0.5419921875,0.00958984375,0.00556640625,0.1162109375,0.009666015625,0.003619140625,14.23828125,0.01666666666666666
0.004005859375,2.0546875,83.8671875,0,0,7.943359375e-4,0.896484375,34.931640625,33.505859375,0.6982421875,0.006958984375,0.015259765625,0.7919921875,0.00458984375,5.6640625e-4,0.3662109375,0.005166015625,0.008119140625,9.23828125,0.01666666666666666
0.005130859375,0.5546875,46.3671875,0,0,9.068359375e-4,0.821484375,25.806640625,12.214192708333332,2.8857421875,0.003583984375,0.033634765625,0.8544921875,8.3984375e-4,0.00431640625,0.1787109375,0.008541015625,0.009244140625,7.98828125,0.01666666666666666
0.009630859375,2.5546875,96.3671875,0,0,4.568359375e-4,0.921484375,13.639973958333332,24.380859375,1.1357421875,0.008083984375,0.009134765625,0.6044921875,0.00583984375,0.00931640625,0.4287109375,0.004041015625,0.004744140625,12.98828125,0.01666666666666666
0.007380859375,1.5546875,71.3671875,0,0,6.818359375e-4,0.971484375,31.889973958333336,18.297526041666668,2.0107421875,0.005833984375,0.045884765625,0.7294921875,0.00333984375,0.00681640625,0.3037109375,0.006291015625,0.002494140625,5.48828125,0.01666666666666666
0.002880859375,3.5546875,21.3671875,0,0,2.318359375e-4,0.8714843750000001,19.723307291666668,30.464192708333336,3.7607421875,0.001333984375,0.021384765625,0.9794921875,0.00833984375,0.00181640625,0.0537109375,0.001791015625,0.006994140625,10.48828125,0.01666666666666666
0.002318359375,0.3046875,90.1171875,0,0,2.880859375e-4,0.833984375,33.41080729166667,13.735026041666666,1.7919921875,0.003021484375,0.006072265625,0.6982421875,0.00521484375,0.00994140625,0.3974609375,0.006853515625,0.006431640625,9.86328125,0.01666666666666666
0.006818359375,2.3046875,40.1171875,0,0,7.380859375e-4,0.933984375,21.244140625,25.901692708333336,3.5419921875,0.007521484375,0.030572265625,0.9482421875,2.1484375e-4,0.00494140625,0.1474609375,0.002353515625,0.001931640625,14.86328125,0.01666666666666666
0.009068359375,1.3046875,65.1171875,0,0,5.130859375e-4,0.983984375,27.327473958333336,19.818359375,2.6669921875,0.009771484375,0.018322265625,0.8232421875,0.00771484375,0.00244140625,0.0224609375,0.009103515625,0.004181640625,7.36328125,0.01666666666666666
0.004568359375,3.3046875,115.1171875,0,0,9.630859375e-4,0.883984375,15.160807291666666,31.98502604166667,0.9169921875,0.005271484375,0.042822265625,0.5732421875,0.00271484375,0.00744140625,0.2724609375,0.004603515625,0.008681640625,12.36328125,0.01666666666666666
0.003443359375,1.8046875,27.6171875,0,0,8.505859375e-4,0.8089843750000001,24.285807291666668,16.776692708333332,3.1044921875,0.006396484375,0.012197265625,0.5107421875,0.00146484375,0.00869140625,0.2099609375,0.007978515625,0.009806640625,11.11328125,0.01666666666666666
0.007943359375,3.8046875,77.6171875,0,0,4.005859375e-4,0.908984375,36.452473958333336,28.943359375,1.3544921875,0.001896484375,0.036697265625,0.7607421875,0.00646484375,0.00369140625,0.4599609375,0.003478515625,0.005306640625,6.11328125,0.01666666666666666
0.005693359375,0.8046875,102.6171875,0,0,6.255859375000001e-4,0.958984375,18.202473958333332,22.860026041666668,2.2294921875,0.004146484375,0.024447265625,0.8857421875,0.00396484375,0.00119140625,0.3349609375,0.005728515625,0.003056640625,13.61328125,0.01666666666666666
0.001193359375,2.8046875,52.6171875,0,0,1.755859375e-4,0.858984375,30.369140625,35.026692708333336,3.9794921875,0.008646484375,0.048947265625,0.6357421875,0.00896484375,0.00619140625,0.0849609375,0.001228515625,0.007556640625,8.61328125,0.01666666666666666
0.001263671875,0.3984375,103.3984375,0,0,2.388671875e-4,0.913671875,34.361328125,18.487630208333332,2.0927734375,0.005763671875,0.029423828125,0.7646484375,0.00888671875,0.00830078125,0.2763671875,0.008048828125,0.005939453125,7.75390625,0.01666666666666666
0.005763671875,2.3984375,53.3984375,0,0,6.888671875e-4,0.813671875,22.194661458333336,30.654296875,3.8427734375,0.001263671875,0.004923828125,0.5146484375,0.00388671875,0.00330078125,0.0263671875,0.003548828125,0.001439453125,12.75390625,0.01666666666666666
0.008013671875,1.3984375,28.3984375,0,0,4.638671875e-4,0.8636718750000001,28.277994791666664,12.404296875,2.9677734375,0.003513671875,0.041673828125,0.6396484375,0.00638671875,8.007812500000001e-4,0.1513671875,0.005798828125,0.003689453125,5.25390625,0.01666666666666666
0.003513671875,3.3984375,78.3984375,0,0,9.138671875e-4,0.963671875,16.111328125,24.570963541666668,1.2177734375,0.008013671875,0.017173828125,0.8896484375,0.00138671875,0.00580078125,0.4013671875,0.001298828125,0.008189453125,10.25390625,0.01666666666666666
0.004638671875,1.8984375,65.8984375,0,0,8.013671875e-4,0.938671875,19.152994791666668,21.529296875,2.5302734375,0.002388671875,0.035548828125,0.9521484375,0.00263671875,0.00955078125,0.0888671875,0.006923828125,0.009314453125,11.50390625,0.01666666666666666
0.009138671875,3.8984375,115.8984375,0,0,3.513671875e-4,0.8386718750000001,31.319661458333336,33.69596354166667,0.7802734375,0.006888671875,0.011048828125,0.7021484375,0.00763671875,0.00455078125,0.3388671875,0.002423828125,0.004814453125,6.50390625,0.01666666666666666
0.006888671875,0.8984375,90.8984375,0,0,5.763671875000001e-4,0.888671875,13.069661458333332,15.445963541666666,1.6552734375,0.009138671875,0.047798828125,0.5771484375,1.3671875e-4,0.00205078125,0.4638671875,0.009173828125,0.002564453125,14.00390625,0.01666666666666666
0.002388671875,2.8984375,40.8984375,0,0,1.263671875e-4,0.988671875,25.236328125,27.612630208333336,3.4052734375,0.004638671875,0.023298828125,0.8271484375,0.00513671875,0.00705078125,0.2138671875,0.004673828125,0.007064453125,9.00390625,0.01666666666666666
0.002951171875,1.1484375,72.1484375,0,0,1.826171875e-4,0.901171875,14.590494791666666,23.050130208333336,1.8740234375,0.004076171875,0.001861328125,0.6083984375,0.00826171875,0.00392578125,0.3701171875,0.008611328125,0.006501953125,10.87890625,0.01666666666666666
0.007451171875,3.1484375,22.1484375,0,0,6.326171875e-4,0.8011718750000001,26.757161458333336,35.216796875,3.6240234375,0.008576171875,0.026361328125,0.8583984375,0.00326171875,0.00892578125,0.1201171875,0.004111328125,0.002001953125,5.87890625,0.01666666666666666
0.009701171875,0.1484375,47.1484375,0,0,4.076171875e-4,0.851171875,20.673828125,16.966796875,2.7490234375,0.006326171875,0.014111328125,0.9833984375,0.00576171875,0.00642578125,0.2451171875,0.006361328125,0.004251953125,13.37890625,0.01666666666666666
0.005201171875,2.1484375,97.1484375,0,0,8.576171875e-4,0.951171875,32.84049479166667,29.133463541666664,0.9990234375,0.001826171875,0.038611328125,0.7333984375,7.6171875e-4,0.00142578125,0.4951171875,0.001861328125,0.008751953125,8.37890625,0.01666666666666666
0.004076171875,0.6484375,34.6484375,0,0,9.701171875e-4,0.926171875,29.798828125,20.008463541666668,2.3115234375,0.009701171875,0.007986328125,0.6708984375,0.00451171875,0.00267578125,0.0576171875,0.007486328125,0.009876953125,9.62890625,0.01666666666666666
0.008576171875,2.6484375,84.6484375,0,0,5.201171875e-4,0.826171875,17.632161458333332,32.175130208333336,0.5615234375,0.005201171875,0.032486328125,0.9208984375,0.00951171875,0.00767578125,0.3076171875,0.002986328125,0.005376953125,14.62890625,0.01666666666666666
0.006326171875,1.6484375,109.6484375,0,0,7.451171875e-4,0.876171875,35.882161458333336,13.925130208333332,1.4365234375,0.002951171875,0.020236328125,0.7958984375,0.00201171875,0.00517578125,0.4326171875,0.009736328125,0.003126953125,7.12890625,0.01666666666666666
0.001826171875,3.6484375,59.6484375,0,0,2.951171875e-4,0.976171875,23.715494791666668,26.091796875,3.1865234375,0.007451171875,0.044736328125,0.5458984375,0.00701171875,1.7578125e-4,0.1826171875,0.005236328125,0.007626953125,12.12890625,0.01666666666666666
0.002107421875,1.5234375,25.2734375,0,0,5.482421875e-4,0.819921875,16.871744791666668,25.331380208333336,0.8896484375,0.004357421875,0.015642578125,0.8427734375,0.00169921875,0.00361328125,0.2919921875,0.003267578125,0.008470703125,7.44140625,0.01666666666666666
0.006607421875,3.5234375,75.2734375,0,0,9.982421875e-4,0.919921875,29.038411458333336,13.164713541666666,2.6396484375,0.008857421875,0.040142578125,0.5927734375,0.00669921875,0.00861328125,0.0419921875,0.007767578125,0.003970703125,12.44140625,0.01666666666666666
0.008857421875,0.5234375,100.2734375,0,0,3.232421875e-4,0.969921875,22.955078125,31.41471354166667,3.5146484375,0.006607421875,0.003392578125,0.7177734375,0.00419921875,0.00611328125,0.1669921875,0.001017578125,0.001720703125,9.94140625,0.01666666666666666
0.004357421875,2.5234375,50.2734375,0,0,7.732421875000001e-4,0.8699218750000001,35.12174479166667,19.248046875,1.7646484375,0.002107421875,0.027892578125,0.9677734375,0.00919921875,0.00111328125,0.4169921875,0.005517578125,0.006220703125,14.94140625,0.01666666666666666
0.005482421875,0.0234375,87.7734375,0,0,6.607421875e-4,0.844921875,25.996744791666668,28.373046875,3.9521484375,0.009982421875,0.021767578125,0.9052734375,0.00544921875,0.00486328125,0.1044921875,0.002142578125,0.007345703125,13.69140625,0.01666666666666666
0.009982421875,2.0234375,37.7734375,0,0,2.107421875e-4,0.944921875,13.830078125,16.206380208333332,2.2021484375,0.005482421875,0.046267578125,0.6552734375,4.4921875e-4,0.00986328125,0.3544921875,0.006642578125,0.002845703125,8.69140625,0.01666666666666666
0.007732421875,1.0234375,62.7734375,0,0,8.857421875e-4,0.994921875,32.080078125,34.456380208333336,1.3271484375,0.003232421875,0.00951757812499999,0.5302734375,0.00794921875,0.00736328125,0.4794921875,0.004392578125,0.005095703125,11.19140625,0.01666666666666666
0.003232421875,3.0234375,112.7734375,0,0,4.357421875e-4,0.894921875,19.913411458333336,22.289713541666668,3.0771484375,0.007732421875,0.034017578125,0.7802734375,0.00294921875,0.00236328125,0.2294921875,0.008892578125,0.009595703125,6.19140625,0.01666666666666666
0.002669921875,0.7734375,56.5234375,0,0,3.794921875e-4,0.8074218750000001,30.55924479166667,29.893880208333336,0.6708984375,0.006044921875,0.043205078125,0.5615234375,0.00107421875,0.00923828125,0.3232421875,0.003830078125,0.007908203125,14.31640625,0.01666666666666666
0.007169921875,2.7734375,106.5234375,0,0,8.294921875e-4,0.907421875,18.392578125,17.727213541666668,2.4208984375,0.001544921875,0.018705078125,0.8115234375,0.00607421875,0.00423828125,0.0732421875,0.008330078125,0.003408203125,9.31640625,0.01666666666666666
0.009419921875,1.7734375,81.5234375,0,0,1.544921875e-4,0.957421875,24.475911458333336,35.97721354166667,3.2958984375,0.003794921875,0.030955078125,0.9365234375,0.00357421875,0.00173828125,0.1982421875,0.001580078125,0.001158203125,11.81640625,0.01666666666666666
0.004919921875,3.7734375,31.5234375,0,0,6.044921875e-4,0.857421875,12.309244791666666,23.810546875,1.5458984375,0.008294921875,0.006455078125,0.6865234375,0.00857421875,0.00673828125,0.4482421875,0.006080078125,0.005658203125,6.81640625,0.01666666666666666
0.003794921875,1.2734375,119.0234375,0,0,7.169921875000001e-4,0.8324218750000001,21.434244791666668,26.852213541666668,3.7333984375,0.002669921875,0.049330078125,0.7490234375,0.00732421875,0.00798828125,0.0107421875,0.002705078125,0.006783203125,5.56640625,0.01666666666666666
0.008294921875,3.2734375,69.0234375,0,0,2.669921875e-4,0.932421875,33.600911458333336,14.685546875,1.9833984375,0.007169921875,0.024830078125,0.9990234375,0.00232421875,0.00298828125,0.2607421875,0.007205078125,0.002283203125,10.56640625,0.01666666666666666
0.006044921875,0.2734375,44.0234375,0,0,9.419921875e-4,0.982421875,15.350911458333332,32.935546875,1.1083984375,0.009419921875,0.037080078125,0.8740234375,0.00982421875,4.8828125e-4,0.3857421875,0.004955078125,0.004533203125,8.06640625,0.01666666666666666
0.001544921875,2.2734375,94.0234375,0,0,4.919921875e-4,0.882421875,27.517578125,20.768880208333336,2.8583984375,0.004919921875,0.012580078125,0.6240234375,0.00482421875,0.00548828125,0.1357421875,0.009455078125,0.009033203125,13.06640625,0.01666666666666666
0.001404296875,1.4609375,48.7109375,0,0,5.623046875e-4,0.966796875,18.772786458333332,32.55533854166667,2.1474609375,0.006748046875,0.039376953125,0.8349609375,0.00998046875,0.00564453125,0.1591796875,0.008751953125,0.005236328125,6.97265625,0.01666666666666666
0.005904296875,3.4609375,98.7109375,0,0,1.123046875e-4,0.866796875,30.939453125,20.388671875,3.8974609375,0.002248046875,0.014876953125,0.5849609375,0.00498046875,6.4453125e-4,0.4091796875,0.004251953125,0.009736328125,11.97265625,0.01666666666666666
0.008154296875,0.4609375,73.7109375,0,0,7.873046875e-4,0.8167968750000001,12.689453125,26.472005208333336,3.0224609375,0.004498046875,0.027126953125,0.7099609375,0.00748046875,0.00314453125,0.2841796875,0.006501953125,0.007486328125,9.47265625,0.01666666666666666
0.003654296875,2.4609375,23.7109375,0,0,3.373046875e-4,0.916796875,24.856119791666668,14.305338541666666,1.2724609375,0.008998046875,0.002626953125,0.9599609375,0.00248046875,0.00814453125,0.0341796875,0.002001953125,0.002986328125,14.47265625,0.01666666666666666
0.004779296875,0.9609375,111.2109375,0,0,4.4980468749999e-4,0.991796875,33.98111979166667,35.597005208333336,2.5849609375,0.001123046875,0.045501953125,0.8974609375,0.00373046875,0.00689453125,0.4716796875,0.007626953125,0.001861328125,13.22265625,0.01666666666666666
0.009279296875,2.9609375,61.2109375,0,0,8.998046875e-4,0.891796875,21.814453125,23.430338541666668,0.8349609375,0.005623046875,0.021001953125,0.6474609375,0.00873046875,0.00189453125,0.2216796875,0.003126953125,0.006361328125,8.22265625,0.01666666666666666
0.007029296875,1.9609375,36.2109375,0,0,2.248046875e-4,0.841796875,27.897786458333336,29.513671875,1.7099609375,0.007873046875,0.033251953125,0.5224609375,0.00123046875,0.00439453125,0.0966796875,0.009876953125,0.008611328125,10.72265625,0.01666666666666666
0.002529296875,3.9609375,86.2109375,0,0,6.748046875000001e-4,0.941796875,15.731119791666666,17.347005208333332,3.4599609375,0.003373046875,0.008751953125,0.7724609375,0.00623046875,0.00939453125,0.3466796875,0.005376953125,0.004111328125,5.72265625,0.01666666666666666
