sigma,kappa,W_max,n1,n2,K_a,K_b,theta,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,W_0,sig_obs,delta
0.006396484375000001,3.9e-5,299.70703125,6.5078125,8.806640625,0.06962890625000001,0.9998046875,0.0546875,1.0390625,0.615234375,4.041015625e-4,0.860546875,20.388671875,23.715494791666668,1.0673828125,0.006888671875000001,0.0076035156250000005,0.9970703125,0.00345703125,0.0059570312500000005,0.3759765625,0.005974609375,0.004955078125000001,0.02490234375,8.96484375,0.016666666666666666
0.008646484375000001,3.9e-5,262.20703125,5.5078125,10.556640625,0.18212890625,0.9748046875,3.0546875,0.0390625,2.865234375,6.291015625e-4,0.810546875,26.472005208333336,17.632161458333332,3.6923828125,0.009138671875,0.044353515625,0.8720703125,0.0059570312500000005,0.00845703125,9.765625e-4,0.008224609375,0.007205078125000001,0.037402343750000004,6.46484375,0.016666666666666666
0.004146484375,3.9e-5,187.20703125,7.5078125,14.056640625,0.10712890625000002,0.9248046875,1.0546875,-1.9609375,1.365234375,1.791015625e-4,0.910546875,14.305338541666666,29.798828125,1.9423828125,0.004638671875,0.019853515625000002,0.6220703125,9.5703125e-4,0.00345703125,0.2509765625,0.0037246093750000005,0.0027050781250000005,0.012402343750000001,11.46484375,0.016666666666666666
0.0052714843750000006,3.9e-5,280.95703125,4.0078125,11.431640625,0.08837890625,0.9373046875,0.5546875,0.5390625,1.740234375,7.416015625000001e-4,0.8855468750000001,35.597005208333336,26.757161458333336,0.6298828125,0.005763671875000001,0.038228515625,0.5595703125,0.0022070312500000002,0.00970703125,0.4384765625,0.0070996093750000005,0.001580078125,0.04365234375,5.21484375,0.016666666666666666
0.009771484375,3.9e-5,205.95703125,6.0078125,14.931640625,0.16337890625,0.9873046875,2.5546875,-1.4609375,0.240234375,2.916015625e-4,0.985546875,23.430338541666668,14.590494791666666,2.3798828125,0.001263671875,0.013728515625,0.8095703125,0.00720703125,0.00470703125,0.1884765625,0.002599609375,0.006080078125000001,0.01865234375,10.21484375,0.016666666666666666
0.007521484375000001,3.9e-5,168.45703125,5.0078125,13.181640625,0.05087890625,0.9623046875,1.5546875,-0.4609375,2.490234375,9.666015625e-4,0.935546875,29.513671875,20.673828125,1.5048828125,0.0035136718750000003,0.025978515625,0.9345703125,0.00470703125,0.0022070312500000002,0.3134765625,0.004849609375000001,0.003830078125,0.031152343750000002,12.71484375,0.016666666666666666
0.0030214843750000003,3.9e-5,243.45703125,7.0078125,9.681640625,0.12587890625000003,0.9123046875,3.5546875,1.5390625,0.990234375,5.166015625e-4,0.835546875,17.347005208333332,32.84049479166667,3.2548828125,0.008013671875000001,0.001478515625,0.6845703125,0.00970703125,0.00720703125,0.0634765625,0.009349609375000002,0.008330078125000001,0.006152343750000001,7.71484375,0.016666666666666666
0.0024589843750000002,3.9e-5,177.83203125,6.2578125,8.369140625,0.13525390625,0.9435546875,1.8046875,-0.7109375,1.552734375,4.603515625e-4,0.8230468750000001,18.867838541666668,19.152994791666668,2.5986328125,0.001826171875,0.035166015625000005,0.7158203125,3.3203125e-4,0.00908203125,0.0322265625,0.0020371093750000003,0.0066425781250000005,0.028027343750000003,10.83984375,0.016666666666666666
0.006958984375,3.9e-5,252.83203125,4.2578125,11.869140625,0.06025390625,0.9935546875,3.8046875,1.2890625,0.052734375,9.103515625e-4,0.923046875,31.034505208333336,31.319661458333336,0.8486328125,0.006326171875000001,0.010666015625,0.9658203125,0.00533203125,0.00408203125,0.2822265625,0.006537109375000001,0.002142578125,0.00302734375,5.83984375,0.016666666666666666
0.009208984375,3.9e-5,290.33203125,7.2578125,13.619140625,0.17275390625000003,0.9685546875,0.8046875,0.2890625,2.302734375,2.353515625e-4,0.973046875,12.784505208333332,25.236328125,3.4736328125,0.008576171875,0.047416015625,0.8408203125,0.00283203125,0.00158203125,0.1572265625,0.008787109375000001,0.008892578125000002,0.04052734375,8.33984375,0.016666666666666666
0.004708984375000001,3.9e-5,215.33203125,5.2578125,10.119140625,0.09775390625000001,0.9185546875,2.8046875,-1.7109375,0.802734375,6.853515625e-4,0.873046875,24.951171875,13.069661458333332,1.7236328125,0.004076171875,0.022916015625,0.5908203125,0.00783203125,0.00658203125,0.4072265625,0.0042871093750000006,0.004392578125,0.01552734375,13.33984375,0.016666666666666666
0.0035839843750000004,3.9e-5,234.08203125,6.7578125,14.494140625,0.11650390625000001,0.9310546875,3.3046875,0.7890625,1.927734375,1.228515625e-4,0.948046875,21.909505208333336,16.111328125,1.2861328125,0.007451171875000001,0.041291015625000003,0.5283203125,0.00908203125,3.3203125e-4,0.3447265625,0.007662109375000001,0.003267578125,0.03427734375,9.58984375,0.016666666666666666
0.008083984375,3.9e-5,159.08203125,4.7578125,10.994140625,0.19150390625000002,0.9810546875,1.3046875,-1.2109375,0.427734375,5.728515625e-4,0.8480468750000001,34.076171875,28.277994791666664,3.0361328125,0.0029511718750000002,0.016791015625000003,0.7783203125,0.00408203125,0.00533203125,0.0947265625,0.0031621093750000004,0.007767578125000001,0.00927734375,14.58984375,0.016666666666666666
0.005833984375,3.9e-5,196.58203125,7.7578125,9.244140625,0.07900390625,0.9560546875,2.3046875,-0.2109375,2.677734375,3.4785156249999996e-4,0.898046875,15.826171875,34.361328125,2.1611328125,0.0052011718750000005,0.029041015625000003,0.9033203125,0.00658203125,0.00783203125,0.4697265625,0.005412109375000001,0.001017578125,0.046777343750000006,12.08984375,0.016666666666666666
0.001333984375,3.9e-5,271.58203125,5.7578125,12.744140625,0.15400390625000002,0.9060546875000001,0.3046875,1.7890625,1.177734375,7.978515625000001e-4,0.998046875,27.992838541666668,22.194661458333336,3.9111328125,0.009701171875000001,0.004541015625,0.6533203125,0.00158203125,0.00283203125,0.2197265625,0.009912109375000002,0.005517578125,0.02177734375,7.08984375,0.016666666666666666
0.001474609375,3.9e-5,184.86328125,7.4453125,10.666015625,0.10478515625000001,0.9701171875,3.8671875,-1.3984375,2.724609375,5.869140625e-4,0.8386718750000001,20.008463541666668,36.26236979166667,2.2158203125,0.008998046875000002,0.012962890625000001,0.9111328125,0.00830078125,0.00642578125,0.1025390625,0.007802734375000001,0.008751953125,0.00537109375,7.24609375,0.016666666666666666
0.005974609375,3.9e-5,259.86328125,5.4453125,14.166015625,0.17978515625000002,0.9201171875,1.8671875,0.6015625,1.224609375,1.369140625e-4,0.938671875,32.175130208333336,24.095703125,3.9658203125,0.004498046875,0.037462890625,0.6611328125,0.00330078125,0.00142578125,0.3525390625,0.003302734375,0.004251953125000001,0.03037109375,12.24609375,0.016666666666666666
0.008224609375,3.9e-5,297.36328125,6.4453125,12.416015625,0.06728515625,0.9451171875,2.8671875,1.6015625,1.974609375,8.119140625e-4,0.988671875,13.925130208333332,18.012369791666668,1.3408203125,0.0022480468750000005,0.025212890625,0.5361328125,0.00580078125,0.0039257812500000005,0.2275390625,0.001052734375,0.006501953125,0.01787109375,14.74609375,0.016666666666666666
0.0037246093750000005,3.9e-5,222.36328125,4.4453125,8.916015625,0.14228515625000002,0.9951171875,0.8671875,-0.3984375,0.474609375,3.619140625e-4,0.888671875,26.091796875,30.179036458333336,3.0908203125,0.006748046875000001,0.049712890625000006,0.7861328125,8.007812500000001e-4,0.00892578125,0.4775390625,0.005552734375000001,0.002001953125,0.042871093750000006,9.74609375,0.016666666666666666
0.004849609375000001,3.9e-5,241.11328125,7.9453125,11.541015625,0.16103515625000003,0.9576171875,1.3671875,1.1015625,2.349609375,9.244140625e-4,0.913671875,23.050130208333336,27.137369791666668,3.5283203125,0.003373046875,0.019087890625000003,0.8486328125,0.00205078125,0.00267578125,0.2900390625,0.004427734375000001,0.0031269531250000004,0.01162109375,13.49609375,0.016666666666666666
0.009349609375000002,3.9e-5,166.11328125,5.9453125,8.041015625,0.08603515625000001,0.9076171875,3.3671875,-0.8984375,0.849609375,4.7441406249999996e-4,0.813671875,35.216796875,14.970703125,1.7783203125,0.007873046875000001,0.043587890625,0.5986328125,0.00705078125,0.00767578125,0.0400390625,0.008927734375,0.0076269531250000005,0.03662109375,8.49609375,0.016666666666666666
0.0070996093750000005,3.9e-5,203.61328125,6.9453125,9.791015625,0.19853515625,0.9326171875,0.3671875,-1.8984375,1.599609375,6.994140625000001e-4,0.8636718750000001,16.966796875,21.054036458333336,2.6533203125,0.005623046875000001,0.006837890625000001,0.7236328125,0.00455078125,0.00517578125,0.4150390625,0.006677734375000001,0.005376953125,0.024121093750000003,5.99609375,0.016666666666666666
0.002599609375,3.9e-5,278.61328125,4.9453125,13.291015625,0.12353515625000001,0.9826171875,2.3671875,0.1015625,0.099609375,2.494140625e-4,0.963671875,29.133463541666664,33.220703125,0.9033203125,0.001123046875,0.031337890625,0.9736328125,0.00955078125,1.7578125e-4,0.1650390625,0.0021777343750000004,0.009876953125,0.049121093750000004,10.99609375,0.016666666666666666
0.0031621093750000004,3.9e-5,212.98828125,5.6953125,14.603515625,0.11416015625,0.9638671875,0.1171875,-1.1484375,2.537109375,3.056640625e-4,0.976171875,30.654296875,19.533203125,1.5595703125,0.008435546875000002,0.009900390625000002,0.8798828125,1.7578125e-4,0.00330078125,0.1962890625,0.008365234375,0.005939453125000001,0.02099609375,7.87109375,0.016666666666666666
0.007662109375000001,3.9e-5,287.98828125,7.6953125,11.103515625,0.18916015625000004,0.9138671875000001,2.1171875,0.8515625,1.037109375,7.556640625e-4,0.876171875,18.487630208333332,31.69986979166667,3.3095703125,0.003935546875,0.034400390625,0.6298828125,0.00517578125,0.00830078125,0.4462890625,0.003865234375,0.0014394531250000002,0.04599609375,12.87109375,0.016666666666666666
0.009912109375000002,3.9e-5,250.48828125,4.6953125,9.353515625,0.07666015625,0.9388671875,1.1171875,1.8515625,1.787109375,5.306640625e-4,0.826171875,24.570963541666668,25.616536458333336,0.6845703125,0.001685546875,0.022150390625000002,0.5048828125,0.00267578125,0.00580078125,0.0712890625,0.0016152343750000001,0.008189453125000001,0.008496093750000001,10.37109375,0.016666666666666666
0.005412109375000001,3.9e-5,175.48828125,6.6953125,12.853515625,0.15166015625,0.9888671875,3.1171875,-0.1484375,0.287109375,9.806640625e-4,0.926171875,12.404296875,13.449869791666666,2.4345703125,0.0061855468750000005,0.046650390625,0.7548828125,0.00767578125,8.007812500000001e-4,0.3212890625,0.0061152343750000004,0.0036894531250000005,0.033496093750000004,5.37109375,0.016666666666666666
0.0042871093750000006,3.9e-5,269.23828125,5.1953125,8.478515625,0.13291015625000002,0.9513671875,2.6171875,1.3515625,2.912109375,4.1816406249999997e-4,0.851171875,33.69596354166667,16.491536458333332,3.7470703125,0.005060546875,0.016025390625,0.8173828125,0.00892578125,0.00705078125,0.3837890625,0.004990234375,0.004814453125000001,0.014746093750000001,11.62109375,0.016666666666666666
0.008787109375000001,3.9e-5,194.23828125,7.1953125,11.978515625,0.057910156250000004,0.9013671875,0.6171875,-0.6484375,1.412109375,8.681640625e-4,0.951171875,21.529296875,28.658203125,1.9970703125,0.009560546875000003,0.040525390625000005,0.5673828125,0.0039257812500000005,0.00205078125,0.1337890625,0.009490234375,0.009314453125,0.03974609375,6.62109375,0.016666666666666666
0.006537109375000001,3.9e-5,156.73828125,4.1953125,13.728515625,0.17041015625,0.9263671875,3.6171875,-1.6484375,2.162109375,1.931640625e-4,0.9011718750000001,27.612630208333336,34.741536458333336,2.8720703125,0.007310546875000001,0.003775390625,0.6923828125,0.00642578125,0.00455078125,0.2587890625,0.007240234375000001,0.0025644531250000003,0.0022460937500000003,9.12109375,0.016666666666666666
0.0020371093750000003,3.9e-5,231.73828125,6.1953125,10.228515625,0.09541015625000002,0.9763671875,1.6171875,0.3515625,0.662109375,6.431640625000001e-4,0.8011718750000001,15.445963541666666,22.574869791666668,1.1220703125,0.002810546875,0.028275390625,0.9423828125,0.00142578125,0.00955078125,0.0087890625,0.002740234375,0.007064453125000001,0.027246093750000002,14.12109375,0.016666666666666666
0.001755859375,3.9e-5,283.30078125,6.8203125,9.134765625,0.05322265625,0.9232421875,0.7421875,-0.7734375,0.380859375,8.962890625000001e-4,0.982421875,25.331380208333336,32.460286458333336,2.9814453125,0.009841796875,0.035931640625000004,0.7705078125,0.00673828125,0.00986328125,0.3994140625,0.008646484375000001,0.007345703125000001,0.02255859375,11.93359375,0.016666666666666666
0.006255859375000001,3.9e-5,208.30078125,4.8203125,12.634765625,0.12822265625,0.9732421875,2.7421875,1.2265625,1.880859375,4.4628906249999996e-4,0.882421875,13.164713541666666,20.293619791666664,1.2314453125,0.005341796875000001,0.011431640625,0.5205078125,0.00173828125,0.00486328125,0.1494140625,0.004146484375,0.002845703125,0.04755859375,6.93359375,0.016666666666666666
0.008505859375,3.9e-5,170.80078125,7.8203125,14.384765625,0.09072265625,0.9982421875,1.7421875,0.2265625,1.130859375,6.712890625e-4,0.8324218750000001,31.41471354166667,14.210286458333332,3.8564453125,0.0030917968750000004,0.048181640625,0.6455078125,0.00923828125,0.00236328125,0.2744140625,0.0018964843750000002,0.009595703125,0.01005859375,9.43359375,0.016666666666666666
0.004005859375,3.9e-5,245.80078125,5.8203125,10.884765625,0.16572265625000002,0.9482421875,3.7421875,-1.7734375,2.630859375,2.212890625e-4,0.932421875,19.248046875,26.376953125,2.1064453125,0.007591796875000001,0.023681640625000003,0.8955078125,0.00423828125,0.00736328125,0.0244140625,0.006396484375000001,0.005095703125000001,0.03505859375,14.43359375,0.016666666666666666
0.0051308593750000004,3.9e-5,189.55078125,6.3203125,13.509765625,0.18447265625000003,0.9107421875,2.2421875,0.7265625,0.005859375,5.587890625e-4,0.857421875,28.373046875,29.418619791666664,0.7939453125,0.0042167968750000005,0.042056640625,0.9580078125,0.00298828125,0.0011132812500000001,0.2119140625,0.0052714843750000006,0.003970703125000001,0.01630859375,8.18359375,0.016666666666666666
0.009630859375000002,3.9e-5,264.55078125,4.3203125,10.009765625,0.10947265625000001,0.9607421875,0.2421875,-1.2734375,1.505859375,1.087890625e-4,0.957421875,16.206380208333332,17.251953125,2.5439453125,0.008716796875000002,0.017556640625,0.7080078125,0.00798828125,0.00611328125,0.4619140625,0.009771484375,0.008470703125000001,0.041308593750000004,13.18359375,0.016666666666666666
0.007380859375000001,3.9e-5,227.05078125,7.3203125,8.259765625,0.14697265625,0.9857421875,3.2421875,-0.2734375,0.755859375,7.837890625e-4,0.907421875,34.456380208333336,23.335286458333336,1.6689453125,0.006466796875000001,0.029806640625000002,0.5830078125,4.8828125e-4,0.00861328125,0.0869140625,0.007521484375000001,0.001720703125,0.0038085937500000003,10.68359375,0.016666666666666666
0.002880859375,3.9e-5,152.05078125,5.3203125,11.759765625,0.07197265625,0.9357421875,1.2421875,1.7265625,2.255859375,3.337890625e-4,0.8074218750000001,22.289713541666668,35.501953125,3.4189453125,0.0019667968750000002,0.005306640625,0.8330078125,0.00548828125,0.00361328125,0.3369140625,0.0030214843750000003,0.006220703125000001,0.02880859375,5.68359375,0.016666666666666666
0.002318359375,3.9e-5,255.17578125,4.0703125,13.072265625,0.08134765625000001,0.9169921875,3.4921875,-0.5234375,0.193359375,3.900390625e-4,0.844921875,14.685546875,21.814453125,2.3251953125,0.008154296875000001,0.032869140625,0.8017578125,0.00486328125,4.8828125e-4,0.3056640625,0.008083984375,0.009033203125,6.835937500000001e-4,12.55859375,0.016666666666666666
0.006818359375000001,3.9e-5,180.17578125,6.0703125,9.572265625,0.15634765625000002,0.9669921875,1.4921875,1.4765625,1.693359375,8.400390625000001e-4,0.944921875,26.852213541666668,33.98111979166667,0.5751953125,0.0036542968750000004,0.008369140625,0.5517578125,0.00986328125,0.00548828125,0.0556640625,0.0035839843750000004,0.004533203125,0.02568359375,7.55859375,0.016666666666666666
0.009068359375000001,3.9e-5,217.67578125,5.0703125,11.322265625,0.11884765625000002,0.9919921875,2.4921875,0.4765625,0.943359375,1.6503906249999998e-4,0.994921875,20.768880208333336,27.897786458333336,3.2001953125,0.0014042968750000002,0.045119140625000005,0.6767578125,0.00236328125,0.00798828125,0.4306640625,0.001333984375,0.006783203125000001,0.01318359375,5.05859375,0.016666666666666666
0.004568359375000001,3.9e-5,292.67578125,7.0703125,14.822265625,0.19384765625,0.9419921875,0.4921875,-1.5234375,2.443359375,6.150390625e-4,0.894921875,32.935546875,15.731119791666666,1.4501953125,0.005904296875,0.020619140625,0.9267578125,0.00736328125,0.00298828125,0.1806640625,0.005833984375,0.002283203125,0.03818359375,10.05859375,0.016666666666666666
0.0034433593750000002,3.9e-5,161.42578125,4.5703125,10.447265625,0.17509765625,0.9044921875,1.9921875,0.9765625,0.568359375,2.775390625e-4,0.919921875,17.727213541666668,12.689453125,1.0126953125,0.004779296875,0.038994140625,0.9892578125,0.00611328125,0.00923828125,0.1181640625,0.004708984375000001,0.001158203125,0.0069335937500000005,6.30859375,0.016666666666666666
0.007943359375,3.9e-5,236.42578125,6.5703125,13.947265625,0.10009765625,0.9544921875,3.9921875,-1.0234375,2.068359375,7.275390625e-4,0.819921875,29.893880208333336,24.856119791666668,2.7626953125,0.009279296875000002,0.014494140625000002,0.7392578125,0.0011132812500000001,0.00423828125,0.3681640625,0.009208984375,0.0056582031250000005,0.03193359375,11.30859375,0.016666666666666666
0.005693359375000001,3.9e-5,273.92578125,5.5703125,12.197265625,0.13759765625000003,0.9794921875,0.9921875,-0.0234375,1.318359375,5.025390625000001e-4,0.8699218750000001,23.810546875,30.939453125,1.8876953125,0.007029296875,0.026744140625000003,0.6142578125,0.00861328125,0.00173828125,0.2431640625,0.006958984375,0.003408203125,0.019433593750000002,13.80859375,0.016666666666666666
0.001193359375,3.9e-5,198.92578125,7.5703125,8.697265625,0.06259765625000001,0.9294921875000001,2.9921875,1.9765625,2.818359375,9.525390625e-4,0.969921875,35.97721354166667,18.772786458333332,3.6376953125,0.0025292968750000003,0.002244140625,0.8642578125,0.00361328125,0.00673828125,0.4931640625,0.0024589843750000002,0.007908203125,0.04443359375,8.80859375,0.016666666666666666
0.001263671875,3.9e-5,275.09765625,6.1015625,14.220703125,0.07314453125,0.9568359375,3.6484375,-0.1796875,0.779296875,1.580078125e-4,0.905859375,26.281901041666668,25.046223958333336,3.6103515625,0.005974609375,0.039376953125,0.7744140625,0.00275390625,0.009316406250000001,0.0517578125,0.005341796875000001,0.004181640625,0.03779296875,8.57421875,0.016666666666666666
0.005763671875000001,3.9e-5,200.09765625,4.1015625,10.720703125,0.14814453125000002,0.9068359375,1.6484375,1.8203125,2.279296875,6.080078125e-4,0.805859375,14.115234375,12.879557291666666,1.8603515625,0.001474609375,0.014876953125000002,0.5244140625,0.00775390625,0.00431640625,0.3017578125,0.009841796875,0.008681640625,0.012792968750000001,13.57421875,0.016666666666666666
0.008013671875000001,3.9e-5,162.59765625,7.1015625,8.970703125,0.11064453125000001,0.9318359375,2.6484375,0.8203125,0.029296875,3.830078125e-4,0.8558593750000001,32.365234375,18.962890625,2.7353515625,0.0037246093750000005,0.027126953125000002,0.6494140625,2.5390625e-4,0.00181640625,0.1767578125,0.007591796875000001,0.0019316406250000002,0.025292968750000002,11.07421875,0.016666666666666666
0.0035136718750000003,3.9e-5,237.59765625,5.1015625,12.470703125,0.18564453125000002,0.9818359375,0.6484375,-1.1796875,1.529296875,8.330078125e-4,0.955859375,20.198567708333336,31.12955729166667,0.9853515625,0.008224609375,0.0026269531250000004,0.8994140625,0.00525390625,0.00681640625,0.4267578125,0.0030917968750000004,0.006431640625,2.9296875000000004e-4,6.07421875,0.016666666666666666
0.004638671875,3.9e-5,218.84765625,6.6015625,8.095703125,0.16689453125000003,0.9693359375,1.1484375,0.3203125,1.154296875,4.955078125e-4,0.8308593750000001,29.323567708333336,34.171223958333336,1.4228515625,0.002599609375,0.033251953125000004,0.9619140625,0.00650390625,5.6640625e-4,0.3642578125,0.008716796875000002,0.007556640625,0.04404296875,12.32421875,0.016666666666666666
0.009138671875,3.9e-5,293.84765625,4.6015625,11.595703125,0.09189453125000001,0.9193359375,3.1484375,-1.6796875,2.654296875,9.455078125000001e-4,0.930859375,17.156901041666668,22.004557291666668,3.1728515625,0.0070996093750000005,0.008751953125,0.7119140625,0.00150390625,0.00556640625,0.1142578125,0.0042167968750000005,0.0030566406250000003,0.01904296875,7.32421875,0.016666666666666666
0.006888671875000001,3.9e-5,256.34765625,7.6015625,13.345703125,0.12939453125,0.9443359375,0.1484375,-0.6796875,0.404296875,2.705078125e-4,0.980859375,35.40690104166667,15.921223958333332,0.5478515625,0.009349609375000002,0.045501953125,0.5869140625,0.00900390625,0.00806640625,0.4892578125,0.0019667968750000002,0.009806640625000002,0.031542968750000004,9.82421875,0.016666666666666666
0.002388671875,3.9e-5,181.34765625,5.6015625,9.845703125,0.05439453125,0.9943359375,2.1484375,1.3203125,1.904296875,7.205078125e-4,0.880859375,23.240234375,28.087890625,2.2978515625,0.004849609375000001,0.021001953125,0.8369140625,0.00400390625,0.00306640625,0.2392578125,0.006466796875000001,0.005306640625,0.00654296875,14.82421875,0.016666666666666666
