sigma,theta,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,sig_obs,delta
0.004990234375,3.7421875,-1.1171875,2.150390625,1.193359375e-4,0.8074218750000001,28.087890625,22.384765625,2.4208984375,0.008259765625,0.026552734375,0.6845703125,0.00130859375,0.00568359375,0.2236328125,0.003794921875,0.009806640625,0.07419935845537112,0.01666666666666666
0.003865234375,1.2421875,1.3828125,1.025390625,6.818359375e-4,0.8324218750000001,31.12955729166667,13.259765625,1.9833984375,0.004884765625,0.020427734375,0.8720703125,5.859375e-5,0.00943359375,0.0361328125,0.007169921875,0.004181640625,0.08974453802220525,0.01666666666666666
0.008365234375,3.2421875,-0.6171875,2.525390625,2.318359375e-4,0.932421875,18.962890625,25.426432291666668,3.7333984375,0.009384765625,0.044927734375,0.6220703125,0.00505859375,0.00443359375,0.2861328125,0.002669921875,0.008681640625,0.14793948545120658,0.01666666666666666
0.006115234375,0.2421875,0.3828125,1.775390625,4.568359375e-4,0.882421875,12.879557291666666,19.343098958333332,1.1083984375,0.002634765625,0.032677734375,0.9970703125,0.00755859375,0.00693359375,0.4111328125,0.004919921875,0.001931640625,0.1592734416248277,0.01666666666666666
0.001615234375,2.2421875,-1.6171875,0.275390625,9.068359375e-4,0.982421875,25.046223958333336,31.509765625,2.8583984375,0.007134765625,0.008177734375,0.7470703125,0.00255859375,0.00193359375,0.1611328125,0.009419921875,0.006431640625,0.14893643627874553,0.01666666666666666
0.001896484375,0.1171875,-1.4921875,1.494140625,6.537109375e-4,0.926171875,24.285807291666668,24.666015625,2.9677734375,0.008541015625,0.040333984375,0.9189453125,0.00974609375,0.00662109375,0.0205078125,0.002388671875,0.006712890625,0.196542309911456,0.01666666666666666
0.006396484375,2.1171875,0.5078125,2.994140625,2.037109375e-4,0.826171875,36.452473958333336,12.499348958333332,1.2177734375,0.004041015625,0.015833984375,0.6689453125,0.00474609375,0.00162109375,0.2705078125,0.006888671875,0.002212890625,0.15282169604906815,0.01666666666666666
0.008646484375,1.1171875,-0.4921875,2.244140625,4.287109375e-4,0.976171875,30.369140625,30.749348958333336,3.8427734375,0.006291015625,0.003583984375,0.7939453125,0.00224609375,0.00912109375,0.3955078125,0.009138671875,0.008962890625,0.127495938714128,0.01666666666666666
0.004146484375,3.1171875,1.5078125,0.744140625,8.787109375e-4,0.876171875,18.202473958333332,18.582682291666668,2.0927734375,0.001791015625,0.028083984375,0.5439453125,0.00724609375,0.00412109375,0.1455078125,0.004638671875,0.004462890625,0.07455204606521876,0.01666666666666666
0.005271484375,1.6171875,-1.9921875,2.619140625,5.412109375e-4,0.851171875,21.244140625,15.541015625,2.5302734375,0.007416015625,0.021958984375,0.9814453125,0.00599609375,3.7109375e-4,0.0830078125,0.005763671875,0.007837890625,0.19827446236740798,0.01666666666666666
0.009771484375,3.6171875,0.0078125,1.119140625,9.912109375e-4,0.951171875,33.41080729166667,27.707682291666668,0.7802734375,0.002916015625,0.046458984375,0.7314453125,9.9609375e-4,0.00537109375,0.3330078125,0.001263671875,0.003337890625,0.13383967187255624,0.01666666666666666
0.007521484375,0.6171875,-0.9921875,0.369140625,7.662109375000001e-4,0.8011718750000001,27.327473958333336,21.624348958333336,3.4052734375,0.009666015625,0.034208984375,0.8564453125,0.00349609375,0.00287109375,0.4580078125,0.003513671875,0.005587890625,0.14505551896290855,0.01666666666666666
0.003021484375,2.6171875,1.0078125,1.869140625,3.162109375e-4,0.901171875,15.160807291666666,33.791015625,1.6552734375,0.005166015625,0.009708984375,0.6064453125,0.00849609375,0.00787109375,0.2080078125,0.008013671875,0.001087890625,0.13401342743309216,0.01666666666666666
0.002458984375,1.3671875,0.2578125,0.556640625,1.474609375e-4,0.913671875,22.764973958333336,23.145182291666668,2.3115234375,0.004603515625,0.006646484375,0.6376953125,0.00287109375,0.00599609375,0.3642578125,0.001826171875,0.007275390625,0.1557591482647695,0.01666666666666666
0.006958984375,3.3671875,-1.7421875,2.056640625,5.974609375e-4,0.813671875,34.931640625,35.311848958333336,0.5615234375,0.009103515625,0.031146484375,0.8876953125,0.00787109375,9.9609375e-4,0.1142578125,0.006326171875,0.002775390625,0.13905300267506393,0.01666666666666666
0.009208984375,0.3671875,1.2578125,2.806640625,8.224609375000001e-4,0.963671875,28.848307291666664,17.061848958333332,3.1865234375,0.002353515625,0.043396484375,0.5126953125,0.00537109375,0.00849609375,0.2392578125,0.008576171875,0.009525390625,0.06233423311496154,0.01666666666666666
0.004708984375,2.3671875,-0.7421875,1.306640625,3.724609375e-4,0.8636718750000001,16.681640625,29.228515625,1.4365234375,0.006853515625,0.018896484375,0.7626953125,3.7109375e-4,0.00349609375,0.4892578125,0.004076171875,0.005025390625,0.11088188020512463,0.01666666666666666
0.003583984375,0.8671875,0.7578125,1.681640625,9.349609375e-4,0.888671875,19.723307291666668,32.27018229166667,2.7490234375,0.001228515625,0.037271484375,0.7001953125,0.00162109375,0.00224609375,0.3017578125,0.007451171875,0.008400390625,0.1868837058078498,0.01666666666666666
0.008083984375,2.8671875,-1.2421875,0.181640625,4.849609375e-4,0.988671875,31.889973958333336,20.103515625,0.9990234375,0.005728515625,0.012771484375,0.9501953125,0.00662109375,0.00724609375,0.0517578125,0.002951171875,0.003900390625,0.12619626088999214,0.01666666666666666
0.005833984375,1.8671875,1.7578125,0.931640625,2.599609375e-4,0.8386718750000001,25.806640625,26.186848958333336,3.6240234375,0.003478515625,0.025021484375,0.5751953125,0.00912109375,0.00474609375,0.1767578125,0.005201171875,0.006150390625,0.07808822513325141,0.01666666666666666
0.001333984375,3.8671875,-0.2421875,2.431640625,7.099609375e-4,0.938671875,13.639973958333332,14.020182291666666,1.8740234375,0.007978515625,0.049521484375,0.8251953125,0.00412109375,0.00974609375,0.4267578125,0.009701171875,0.001650390625,0.14469838796649132,0.01666666666666666
0.001474609375,0.9296875,1.4453125,0.697265625,4.427734375e-4,0.873046875,29.228515625,35.69205729166667,3.6787109375,0.005869140625,0.01047460937499999,0.6611328125,0.00990234375,0.00490234375,0.3876953125,0.008998046875,0.003197265625,0.07282973096007482,0.01666666666666666
0.005974609375,2.9296875,-0.5546875,2.197265625,8.927734375e-4,0.973046875,17.061848958333332,23.525390625,1.9287109375,0.001369140625,0.034974609375,0.9111328125,0.00490234375,0.00990234375,0.1376953125,0.004498046875,0.007697265625,0.19363685096614064,0.01666666666666666
0.008224609375,1.9296875,0.4453125,2.947265625,6.677734375000001e-4,0.8230468750000001,23.145182291666668,29.608723958333336,2.8037109375,0.008119140625,0.047224609375,0.5361328125,0.00240234375,0.00240234375,0.0126953125,0.002248046875,0.005447265625,0.1888400909374468,0.01666666666666666
0.003724609375,3.9296875,-1.5546875,1.447265625,2.177734375e-4,0.923046875,35.311848958333336,17.442057291666668,1.0537109375,0.003619140625,0.022724609375,0.7861328125,0.00740234375,0.00740234375,0.2626953125,0.006748046875,0.009947265625,0.19357603718526661,0.01666666666666666
0.004849609375,1.4296875,1.9453125,1.822265625,5.552734375e-4,0.948046875,26.186848958333336,20.483723958333336,3.2412109375,0.009244140625,0.028849609375,0.7236328125,0.00615234375,0.00865234375,0.4501953125,0.003373046875,0.004322265625,0.13213041671551767,0.01666666666666666
0.009349609375,3.4296875,-0.0546875,0.322265625,0.00010527343750000001,0.8480468750000001,14.020182291666666,32.650390625,1.4912109375,0.004744140625,0.004349609375,0.9736328125,0.00115234375,0.00365234375,0.2001953125,0.007873046875,0.008822265625,0.1915148272411898,0.01666666666666666
0.007099609375,0.4296875,0.9453125,1.072265625,3.302734375e-4,0.998046875,20.103515625,14.400390625,2.3662109375,0.006994140625,0.016599609375,0.5986328125,0.00365234375,0.00615234375,0.0751953125,0.005623046875,0.002072265625,0.16860233232146132,0.01666666666666666
0.002599609375,2.4296875,-1.0546875,2.572265625,7.802734375e-4,0.898046875,32.27018229166667,26.567057291666668,0.6162109375,0.002494140625,0.041099609375,0.8486328125,0.00865234375,0.00115234375,0.3251953125,0.001123046875,0.006572265625,0.13384715272113684,0.01666666666666666
0.003162109375,1.6796875,-0.3046875,1.259765625,9.490234375e-4,0.8855468750000001,27.707682291666668,12.879557291666666,3.4599609375,0.003056640625,0.044162109375,0.8798828125,0.00302734375,0.00302734375,0.2314453125,0.008435546875,0.002634765625,0.15768300228519366,0.01666666666666666
0.007662109375,3.6796875,1.6953125,2.759765625,4.990234375e-4,0.985546875,15.541015625,25.046223958333336,1.7099609375,0.007556640625,0.019662109375,0.6298828125,0.00802734375,0.00802734375,0.4814453125,0.003935546875,0.007134765625,0.09498389456421139,0.01666666666666666
0.009912109375,0.6796875,-1.3046875,2.009765625,2.740234375e-4,0.835546875,21.624348958333336,18.962890625,2.5849609375,0.005306640625,0.007412109375,0.7548828125,0.00552734375,5.2734375e-4,0.3564453125,0.001685546875,0.004884765625,0.061378276848699904,0.01666666666666666
0.005412109375,2.6796875,0.6953125,0.509765625,7.240234375000001e-4,0.935546875,33.791015625,31.12955729166667,0.8349609375,0.009806640625,0.031912109375,0.5048828125,5.2734375e-4,0.00552734375,0.1064453125,0.006185546875,0.009384765625,0.13811700385995213,0.01666666666666666
0.004287109375,0.1796875,-0.8046875,2.384765625,1.615234375e-4,0.910546875,24.666015625,28.087890625,3.8974609375,0.004181640625,0.013537109375,0.9423828125,0.00177734375,0.00927734375,0.1689453125,0.005060546875,0.003759765625,0.08294704330619426,0.01666666666666666
0.008787109375,2.1796875,1.1953125,0.884765625,6.115234375e-4,0.810546875,12.499348958333332,15.921223958333332,2.1474609375,0.008681640625,0.038037109375,0.6923828125,0.00677734375,0.00427734375,0.4189453125,0.009560546875,0.008259765625,0.16568559706211092,0.01666666666666666
0.006537109375,1.1796875,-1.8046875,0.134765625,8.365234375e-4,0.960546875,18.582682291666668,34.171223958333336,3.0224609375,0.001931640625,0.025787109375,0.8173828125,0.00927734375,0.00677734375,0.2939453125,0.007310546875,0.001509765625,0.1270918946596794,0.01666666666666666
0.002037109375,3.1796875,0.1953125,1.634765625,3.865234375e-4,0.860546875,30.749348958333336,22.004557291666668,1.2724609375,0.006431640625,0.001287109375,0.5673828125,0.00427734375,0.00177734375,0.0439453125,0.002810546875,0.006009765625,0.17076726045925172,0.01666666666666666
0.001755859375,1.0546875,0.8203125,2.666015625,2.458984375e-4,0.804296875,17.822265625,16.681640625,0.9443359375,0.008962890625,0.045693359375,0.7705078125,0.00833984375,0.00708984375,0.1533203125,0.009841796875,0.007416015625,0.11693968038307505,0.01666666666666666
0.006255859375,3.0546875,-1.1796875,1.166015625,6.958984375e-4,0.904296875,29.988932291666664,28.848307291666664,2.6943359375,0.004462890625,0.021193359375,0.5205078125,0.00333984375,0.00208984375,0.4033203125,0.005341796875,0.002916015625,0.17354747630888598,0.01666666666666666
0.008505859375,0.0546875,1.8203125,0.416015625,9.208984375e-4,0.8542968750000001,36.072265625,22.764973958333336,1.8193359375,0.006712890625,0.008943359375,0.8955078125,8.3984375e-4,0.00958984375,0.2783203125,0.003091796875,0.009666015625,0.12361671223770829,0.01666666666666666
0.004005859375,2.0546875,-0.1796875,1.916015625,4.708984375e-4,0.954296875,23.905598958333336,34.931640625,3.5693359375,0.002212890625,0.033443359375,0.6455078125,0.00583984375,0.00458984375,0.0283203125,0.007591796875,0.005166015625,0.13109142536995932,0.01666666666666666
0.005130859375,0.5546875,0.3203125,0.791015625,8.083984375e-4,0.979296875,14.780598958333332,25.806640625,0.5068359375,0.005587890625,0.015068359375,0.8330078125,0.00708984375,8.3984375e-4,0.2158203125,0.004216796875,0.008541015625,0.08911324132932351,0.01666666666666666
0.009630859375,2.5546875,-1.6796875,2.291015625,3.583984375e-4,0.8792968750000001,26.947265625,13.639973958333332,2.2568359375,0.001087890625,0.039568359375,0.5830078125,0.00208984375,0.00583984375,0.4658203125,0.008716796875,0.004041015625,0.12597305168164896,0.01666666666666666
0.007380859375,1.5546875,1.3203125,1.541015625,1.333984375e-4,0.929296875,33.030598958333336,31.889973958333336,1.3818359375,0.007837890625,0.027318359375,0.9580078125,0.00458984375,0.00333984375,0.3408203125,0.006466796875,0.006291015625,0.17167728969361634,0.01666666666666666
0.002880859375,3.5546875,-0.6796875,0.041015625,5.833984375e-4,0.829296875,20.863932291666664,19.723307291666668,3.1318359375,0.003337890625,0.002818359375,0.7080078125,0.00958984375,0.00833984375,0.0908203125,0.001966796875,0.001791015625,0.11156915466999637,0.01666666666666666
0.002318359375,0.3046875,-1.9296875,2.103515625,7.521484375e-4,0.841796875,16.301432291666664,33.41080729166667,0.7255859375,0.003900390625,0.012005859375,0.5517578125,0.00396484375,0.00521484375,0.4970703125,0.008154296875,0.006853515625,0.12085075728828089,0.01666666666666666
0.006818359375,2.3046875,0.0703125,0.603515625,3.021484375e-4,0.941796875,28.468098958333336,21.244140625,2.4755859375,0.008400390625,0.036505859375,0.8017578125,0.00896484375,2.1484375e-4,0.2470703125,0.003654296875,0.002353515625,0.1929298902046867,0.01666666666666666
0.009068359375,1.3046875,-0.9296875,1.353515625,5.271484375000001e-4,0.891796875,34.55143229166667,27.327473958333336,1.6005859375,0.001650390625,0.048755859375,0.6767578125,0.00646484375,0.00771484375,0.1220703125,0.001404296875,0.009103515625,0.09883008743636311,0.01666666666666666
0.004568359375,3.3046875,1.0703125,2.853515625,9.771484375e-4,0.991796875,22.384765625,15.160807291666666,3.3505859375,0.006150390625,0.024255859375,0.9267578125,0.00146484375,0.00271484375,0.3720703125,0.005904296875,0.004603515625,0.16499978862702847,0.01666666666666666
0.003443359375,1.8046875,-1.4296875,0.228515625,4.146484375e-4,0.966796875,13.259765625,24.285807291666668,1.1630859375,0.002775390625,0.030380859375,0.6142578125,2.1484375e-4,0.00146484375,0.4345703125,0.004779296875,0.007978515625,0.11878241776721553,0.01666666666666666
0.007943359375,3.8046875,0.5703125,1.728515625,8.646484375000001e-4,0.866796875,25.426432291666668,36.452473958333336,2.9130859375,0.007275390625,0.005880859375,0.8642578125,0.00521484375,0.00646484375,0.1845703125,0.009279296875,0.003478515625,0.12908988071139904,0.01666666666666666
0.005693359375,0.8046875,-0.4296875,2.478515625,6.396484375e-4,0.916796875,31.509765625,18.202473958333332,2.0380859375,0.005025390625,0.018130859375,0.7392578125,0.00771484375,0.00396484375,0.0595703125,0.007029296875,0.005728515625,0.18222576301777738,0.01666666666666666
0.001193359375,2.8046875,1.5703125,0.978515625,1.896484375e-4,0.8167968750000001,19.343098958333332,30.369140625,3.7880859375,0.009525390625,0.042630859375,0.9892578125,0.00271484375,0.00896484375,0.3095703125,0.002529296875,0.001228515625,0.09822767841396854,0.01666666666666666
0.001263671875,0.3984375,0.1015625,2.501953125,8.998046875e-4,0.8308593750000001,25.996744791666668,34.361328125,1.4091796875,0.001580078125,0.026935546875,0.7900390625,0.00529296875,0.00888671875,0.4150390625,0.005974609375,0.008048828125,0.08584694602759556,0.01666666666666666
0.005763671875,2.3984375,-1.8984375,1.001953125,4.4980468749999e-4,0.930859375,13.830078125,22.194661458333336,3.1591796875,0.006080078125,0.00243554687499999,0.5400390625,2.9296875e-4,0.00388671875,0.1650390625,0.001474609375,0.003548828125,0.19019146149512384,0.01666666666666666
0.008013671875,1.3984375,1.1015625,0.251953125,2.248046875e-4,0.880859375,19.913411458333336,28.277994791666664,0.5341796875,0.003830078125,0.014685546875,0.9150390625,0.00279296875,0.00638671875,0.0400390625,0.003724609375,0.005798828125,0.05599266919307411,0.01666666666666666
0.003513671875,3.3984375,-0.8984375,1.751953125,6.748046875000001e-4,0.980859375,32.080078125,16.111328125,2.2841796875,0.008330078125,0.039185546875,0.6650390625,0.00779296875,0.00138671875,0.2900390625,0.008224609375,0.001298828125,0.19594677827553825,0.01666666666666666
0.004638671875,1.8984375,0.6015625,1.376953125,1.123046875e-4,0.955859375,29.038411458333336,19.152994791666668,1.8466796875,0.004955078125,0.008560546875,0.8525390625,0.00904296875,0.00263671875,0.4775390625,0.002599609375,0.006923828125,0.19746915296418593,0.01666666666666666
0.009138671875,3.8984375,-1.3984375,2.876953125,5.623046875e-4,0.8558593750000001,16.871744791666668,31.319661458333336,3.5966796875,0.009455078125,0.033060546875,0.6025390625,0.00404296875,0.00763671875,0.2275390625,0.007099609375,0.002423828125,0.09388445432996378,0.01666666666666666
0.006888671875,0.8984375,1.6015625,2.126953125,7.873046875e-4,0.905859375,22.955078125,13.069661458333332,0.9716796875,0.002705078125,0.045310546875,0.9775390625,0.00154296875,1.3671875e-4,0.1025390625,0.009349609375,0.009173828125,0.16558882303070277,0.01666666666666666
0.002388671875,2.8984375,-0.3984375,0.626953125,3.373046875e-4,0.805859375,35.12174479166667,25.236328125,2.7216796875,0.007205078125,0.020810546875,0.7275390625,0.00654296875,0.00513671875,0.3525390625,0.004849609375,0.004673828125,0.14221090917708354,0.01666666666666666
0.002951171875,1.1484375,-1.1484375,1.564453125,5.060546875e-4,0.818359375,24.475911458333336,14.590494791666666,2.0654296875,0.006642578125,0.017748046875,0.5087890625,0.00216796875,0.00826171875,0.1962890625,0.007662109375,0.008611328125,0.13722937868442386,0.01666666666666666
0.007451171875,3.1484375,0.8515625,0.064453125,9.560546875e-4,0.918359375,12.309244791666666,26.757161458333336,3.8154296875,0.002142578125,0.042248046875,0.7587890625,0.00716796875,0.00326171875,0.4462890625,0.003162109375,0.004111328125,0.15165519961155954,0.01666666666666666
0.009701171875,0.1484375,-0.1484375,0.814453125,7.310546875e-4,0.868359375,18.392578125,20.673828125,1.1904296875,0.008892578125,0.029998046875,0.6337890625,0.00966796875,0.00576171875,0.3212890625,0.005412109375,0.006361328125,0.11478598144603894,0.01666666666666666
0.005201171875,2.1484375,1.8515625,2.314453125,2.810546875e-4,0.968359375,30.55924479166667,32.84049479166667,2.9404296875,0.004392578125,0.005498046875,0.8837890625,0.00466796875,7.6171875e-4,0.0712890625,0.009912109375,0.001861328125,0.11570792496204378,0.01666666666666666
0.004076171875,0.6484375,-1.6484375,0.439453125,6.185546875000001e-4,0.993359375,27.517578125,29.798828125,1.6279296875,0.007767578125,0.048373046875,0.5712890625,0.00341796875,0.00451171875,0.1337890625,0.002037109375,0.007486328125,0.15957152846967804,0.01666666666666666
0.008576171875,2.6484375,0.3515625,1.939453125,1.685546875e-4,0.8933593750000001,15.350911458333332,17.632161458333332,3.3779296875,0.003267578125,0.023873046875,0.8212890625,0.00841796875,0.00951171875,0.3837890625,0.006537109375,0.002986328125,0.09895338090136649,0.01666666666666666
0.006326171875,1.6484375,-0.6484375,2.689453125,3.935546875e-4,0.943359375,21.434244791666668,35.882161458333336,0.7529296875,0.005517578125,0.011623046875,0.6962890625,0.00591796875,0.00201171875,0.2587890625,0.008787109375,0.009736328125,0.05825048792175949,0.01666666666666666
0.001826171875,3.6484375,1.3515625,1.189453125,8.435546875e-4,0.843359375,33.600911458333336,23.715494791666668,2.5029296875,0.001017578125,0.036123046875,0.9462890625,9.1796875e-4,0.00701171875,0.0087890625,0.004287109375,0.005236328125,0.06420723762130365,0.01666666666666666
0.002107421875,1.5234375,1.7265625,0.158203125,7.029296875e-4,0.899609375,14.590494791666666,16.871744791666668,2.3935546875,0.005236328125,0.019279296875,0.6494140625,0.00685546875,0.00169921875,0.1806640625,0.006255859375,0.003267578125,0.06597664784640074,0.01666666666666666
0.006607421875,3.5234375,-0.2734375,1.658203125,2.529296875e-4,0.999609375,26.757161458333336,29.038411458333336,0.6435546875,0.009736328125,0.043779296875,0.8994140625,0.00185546875,0.00669921875,0.4306640625,0.001755859375,0.007767578125,0.1261479301028885,0.01666666666666666
0.008857421875,0.5234375,0.7265625,2.408203125,4.779296875e-4,0.849609375,32.84049479166667,22.955078125,3.2685546875,0.002986328125,0.031529296875,0.5244140625,0.00435546875,0.00419921875,0.3056640625,0.004005859375,0.001017578125,0.08771960963495076,0.01666666666666666
0.004357421875,2.5234375,-1.2734375,0.908203125,9.279296875e-4,0.949609375,20.673828125,35.12174479166667,1.5185546875,0.007486328125,0.007029296875,0.7744140625,0.00935546875,0.00919921875,0.0556640625,0.008505859375,0.005517578125,0.061576552479527896,0.01666666666666666
0.005482421875,0.0234375,1.2265625,2.033203125,3.654296875e-4,0.924609375,17.632161458333332,25.996744791666668,2.8310546875,0.001861328125,0.049904296875,0.7119140625,0.00810546875,0.00544921875,0.2431640625,0.002880859375,0.002142578125,0.15295028827385979,0.01666666666666666
0.009982421875,2.0234375,-0.7734375,0.533203125,8.154296875000001e-4,0.8246093750000001,29.798828125,13.830078125,1.0810546875,0.006361328125,0.025404296875,0.9619140625,0.00310546875,4.4921875e-4,0.4931640625,0.007380859375,0.006642578125,0.12635258638765665,0.01666666666666666
0.007732421875,1.0234375,0.2265625,1.283203125,5.904296875e-4,0.974609375,35.882161458333336,32.080078125,3.7060546875,0.004111328125,0.01315429687499999,0.5869140625,6.0546875e-4,0.00794921875,0.3681640625,0.009630859375,0.004392578125,0.17619894420495258,0.01666666666666666
0.003232421875,3.0234375,-1.7734375,2.783203125,1.404296875e-4,0.874609375,23.715494791666668,19.913411458333336,1.9560546875,0.008611328125,0.037654296875,0.8369140625,0.00560546875,0.00294921875,0.1181640625,0.005130859375,0.008892578125,0.05909121376462281,0.01666666666666666
0.002669921875,0.7734375,-0.5234375,1.095703125,3.091796875e-4,0.8621093750000001,13.069661458333332,30.55924479166667,3.0498046875,0.008048828125,0.028466796875,0.9306640625,0.00123046875,0.00107421875,0.4619140625,0.006818359375,0.003830078125,0.16067975751357155,0.01666666666666666
0.007169921875,2.7734375,1.4765625,2.595703125,7.591796875e-4,0.962109375,25.236328125,18.392578125,1.2998046875,0.003548828125,0.003966796875,0.6806640625,0.00623046875,0.00607421875,0.2119140625,0.002318359375,0.008330078125,0.11099689807742835,0.01666666666666666
0.009419921875,1.7734375,-1.5234375,1.845703125,9.841796875e-4,0.812109375,31.319661458333336,24.475911458333336,3.9248046875,0.005798828125,0.016216796875,0.8056640625,0.00873046875,0.00357421875,0.0869140625,0.004568359375,0.001580078125,0.08513496342347936,0.01666666666666666
0.004919921875,3.7734375,0.4765625,0.345703125,5.341796875e-4,0.912109375,19.152994791666668,12.309244791666666,2.1748046875,0.001298828125,0.040716796875,0.5556640625,0.00373046875,0.00857421875,0.3369140625,0.009068359375,0.006080078125,0.18485938992816958,0.01666666666666666
0.003794921875,1.2734375,-0.0234375,2.970703125,8.716796875000001e-4,0.937109375,16.111328125,21.434244791666668,2.6123046875,0.006923828125,0.010091796875,0.9931640625,0.00498046875,0.00732421875,0.3994140625,0.001193359375,0.002705078125,0.1742245922214352,0.01666666666666666
0.008294921875,3.2734375,1.9765625,1.470703125,4.216796875e-4,0.837109375,28.277994791666664,33.600911458333336,0.8623046875,0.002423828125,0.034591796875,0.7431640625,0.00998046875,0.00232421875,0.1494140625,0.005693359375,0.007205078125,0.14599225168349222,0.01666666666666666
0.006044921875,0.2734375,-1.0234375,0.720703125,1.966796875e-4,0.987109375,34.361328125,15.350911458333332,3.4873046875,0.009173828125,0.046841796875,0.8681640625,0.00748046875,0.00982421875,0.0244140625,0.007943359375,0.004955078125,0.08003036951413378,0.01666666666666666
0.001544921875,2.2734375,0.9765625,2.220703125,6.466796875e-4,0.887109375,22.194661458333336,27.517578125,1.7373046875,0.004673828125,0.022341796875,0.6181640625,0.00248046875,0.00482421875,0.2744140625,0.003443359375,0.009455078125,0.14252231339924037,0.01666666666666666
0.001404296875,1.4609375,-1.7109375,0.861328125,4.076171875e-4,0.902734375,32.460286458333336,18.772786458333332,3.4326171875,0.002283203125,0.032294921875,0.8916015625,0.00669921875,0.00998046875,0.2822265625,0.003865234375,0.008751953125,0.169552486774046,0.01666666666666666
0.005904296875,3.4609375,0.2890625,2.361328125,8.576171875e-4,0.802734375,20.293619791666664,30.939453125,1.6826171875,0.006783203125,0.007794921875,0.6416015625,0.00169921875,0.00498046875,0.0322265625,0.008365234375,0.004251953125,0.19272762960754336,0.01666666666666666
0.008154296875,0.4609375,-0.7109375,1.611328125,6.326171875e-4,0.952734375,14.210286458333332,12.689453125,2.5576171875,0.004533203125,0.020044921875,0.7666015625,0.00419921875,0.00748046875,0.1572265625,0.006115234375,0.006501953125,0.179080883320421,0.01666666666666666
0.003654296875,2.4609375,1.2890625,0.111328125,1.826171875e-4,0.852734375,26.376953125,24.856119791666668,0.8076171875,0.009033203125,0.044544921875,0.5166015625,0.00919921875,0.00248046875,0.4072265625,0.001615234375,0.002001953125,0.1470614116289653,0.01666666666666666
